Year_Birth;Education;Marital_Status;Estimated_Income;Kid_home;Teen_home;Registration_date;Recency;Exist_Complain;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumWebPurchases;NumCatalogPurchases;NumStorePurchases
1961;Basic;Married;28249;0;0;15.06.2022;80;0;1;9;7;2;14;10;2;0;3
1975;Master;Married;47808;0;1;20.10.2021;30;0;123;1;26;2;0;72;3;2;3
1974;PhD;Divorced;25509;1;0;18.09.2020;15;0;40;3;30;10;7;11;3;0;3
1946;PhD;Married;51012;0;0;18.04.2021;86;0;102;9;63;2;9;24;4;1;4
1985;Graduation;Single;70596;0;0;05.10.2020;68;0;347;44;534;17;0;26;3;5;12
1952;PhD;Together;85431;0;0;08.06.2021;54;0;376;53;462;168;53;53;2;7;7
1967;Graduation;Married;42664;0;1;18.03.2022;44;0;21;0;3;0;0;0;1;0;3
1955;Graduation;Together;42586;1;1;29.10.2020;7;0;194;2;56;0;0;0;4;1;6
1985;Graduation;Single;29760;1;0;29.08.2020;87;0;64;4;68;7;5;17;3;1;4
1977;PhD;Married;28973;0;0;13.10.2020;59;0;206;0;46;3;2;12;5;1;5
1973;PhD;Together;39435;1;0;06.08.2021;16;0;71;0;18;0;0;13;3;1;2
1984;2n Cycle;Married;65370;0;0;01.08.2021;1;0;71;22;112;138;89;29;2;3;13
1979;Basic;Single;20194;1;0;17.12.2020;64;0;0;4;7;11;10;15;2;0;3
1976;PhD;Single;42473;1;1;17.02.2022;72;0;93;1;21;0;4;25;2;1;4
1968;Graduation;Married;64590;0;0;14.10.2020;98;0;920;138;168;36;46;30;9;4;10
1959;Graduation;Together;71232;0;1;28.11.2021;91;0;653;17;170;34;26;17;11;2;10
1971;Graduation;Together;34600;1;1;01.01.2021;8;0;199;33;60;8;3;15;5;2;5
1967;Graduation;Single;46904;1;1;03.11.2020;20;0;153;4;56;0;9;31;5;1;4
1973;Graduation;Married;49094;0;1;21.09.2020;6;0;376;0;38;11;8;69;6;3;6
1983;Graduation;Together;36075;1;0;09.12.2021;54;0;46;0;30;12;1;30;2;0;4
1979;2n Cycle;Together;60839;1;1;28.08.2020;72;0;600;21;128;223;150;128;2;2;12
1979;Graduation;Together;77298;0;1;02.11.2021;46;0;425;115;292;23;35;79;6;6;11
1950;Graduation;Together;34026;1;1;05.08.2021;11;0;18;6;15;12;8;17;2;1;3
1963;PhD;Single;48918;1;1;12.04.2022;21;0;52;0;9;0;0;1;1;0;4
1962;2n Cycle;Together;82122;0;0;15.08.2021;89;0;734;22;350;151;25;100;3;9;13
1976;Graduation;Single;37697;1;0;07.02.2022;82;0;34;6;21;11;4;8;2;1;3
1952;Graduation;Together;34074;1;1;13.07.2021;69;0;135;1;41;10;1;67;3;3;3
1960;Master;Married;28520;1;1;14.06.2021;55;0;11;0;10;0;2;20;1;1;2
1955;Graduation;Single;62535;0;1;03.10.2021;13;0;163;48;90;0;45;52;3;2;8
1977;Master;Single;36273;1;0;16.04.2022;80;0;29;3;30;3;2;9;3;0;3
1964;Graduation;Together;63404;0;2;06.06.2022;97;0;734;26;70;11;44;17;6;3;4
1981;2n Cycle;Together;75774;1;0;02.05.2022;27;0;340;21;134;258;14;56;7;5;8
1976;Graduation;Together;78416;0;1;27.06.2022;99;0;453;38;279;188;38;183;7;7;10
1974;Graduation;Together;75702;0;1;14.10.2020;87;0;1073;0;629;145;37;37;10;5;13
1951;Master;Together;59385;1;1;28.04.2021;85;0;135;0;10;0;4;36;3;1;4
1966;Graduation;Single;37070;1;1;20.03.2021;30;0;231;7;137;4;15;39;5;1;8
1951;Graduation;Married;44689;1;1;10.01.2022;82;0;18;0;5;0;0;11;1;1;2
1958;Graduation;Together;53977;0;1;08.06.2021;21;0;620;16;165;0;24;82;5;5;12
1966;PhD;Single;7144;0;2;07.12.2021;92;0;81;4;33;5;2;291;23;1;1
1964;Graduation;Single;18701;1;1;04.06.2021;95;0;12;4;2;10;6;10;2;0;4
1956;Graduation;Married;90369;0;0;28.04.2022;2;0;292;51;981;224;23;17;4;6;6
1974;PhD;Single;63159;0;0;05.11.2020;74;0;965;34;586;89;86;37;3;5;8
1966;Graduation;Together;37758;1;1;04.10.2020;49;0;27;2;10;0;0;1;1;0;3
1963;PhD;Single;46757;0;1;16.11.2020;71;0;777;30;163;0;51;122;4;4;7
1969;Master;Married;79734;0;0;28.06.2022;72;0;572;8;232;23;62;17;4;3;6
1992;Graduation;Together;63207;0;0;20.01.2021;68;0;438;169;565;91;169;70;2;3;6
1954;Graduation;Divorced;72071;0;1;14.02.2021;4;0;531;69;300;150;138;150;5;4;8
1983;PhD;Together;21840;1;0;21.07.2021;80;0;17;0;9;0;0;1;1;0;3
1982;2n Cycle;Together;58582;0;1;28.09.2021;15;0;402;35;106;101;77;42;9;2;9
1951;Graduation;Single;72282;0;0;19.07.2021;70;0;503;27;419;90;139;153;5;7;9
1956;Graduation;Married;50387;0;2;31.08.2021;91;0;369;9;87;12;14;34;6;2;8
1961;PhD;Together;32583;1;1;15.06.2022;10;0;5;0;3;0;0;1;1;0;2
1962;Graduation;Together;62568;0;1;07.04.2022;99;0;362;17;398;80;35;61;5;3;5
1971;Master;Divorced;44635;1;1;11.10.2021;25;0;56;0;9;0;0;3;2;0;3
1971;Master;Single;33316;1;1;04.10.2021;34;0;79;1;31;4;4;12;2;1;4
1968;Graduation;Married;63967;0;1;09.08.2021;57;0;387;84;141;73;35;162;4;4;12
1978;2n Cycle;Together;52513;0;0;04.09.2020;84;0;367;17;241;104;188;232;9;5;9
1969;Graduation;Married;25293;1;0;15.09.2021;51;0;15;0;11;0;2;9;1;1;2
1965;PhD;Widow;54111;0;1;25.08.2021;97;0;267;6;54;8;3;50;5;2;6
1986;Graduation;Together;78394;0;0;15.02.2021;13;0;298;27;697;216;24;166;4;6;5
1958;Master;Married;80739;0;0;23.05.2021;92;0;674;92;736;39;0;92;3;11;9
1975;Master;Together;22669;1;0;22.05.2021;30;0;16;14;36;37;22;48;4;1;2
1987;Graduation;Single;29236;1;0;08.10.2021;30;0;37;4;24;16;9;9;4;0;3
1959;Graduation;Together;44911;0;1;15.03.2021;11;0;159;0;22;2;1;31;4;1;4
1962;PhD;Married;54693;0;1;17.02.2021;72;0;686;17;142;23;26;35;6;4;13
1974;Graduation;Together;48186;1;0;20.03.2022;39;0;97;3;66;12;7;34;4;1;4
1977;Graduation;Married;54809;1;1;11.09.2021;0;0;63;6;57;13;13;22;2;1;5
1978;Graduation;Together;41580;1;1;10.12.2020;15;0;56;5;24;4;0;3;2;1;3
1970;PhD;Married;80336;0;0;09.09.2021;12;0;209;19;456;160;142;66;2;9;13
1957;Graduation;Married;47743;0;1;22.03.2021;56;0;198;2;43;0;12;20;4;1;6
1955;2n Cycle;Married;62972;0;1;03.08.2020;39;0;313;15;47;20;0;192;7;4;3
1954;PhD;Divorced;57333;0;1;22.09.2020;55;0;941;14;397;76;58;176;8;5;9
1982;PhD;Together;32313;1;0;11.02.2021;60;0;86;4;56;2;4;7;4;0;4
1953;Master;Widow;84953;0;0;03.06.2021;73;0;167;48;602;63;72;72;3;10;4
1968;Master;Divorced;27071;1;0;23.04.2022;90;0;8;3;19;0;2;3;2;0;3
1957;Master;Together;68148;0;0;31.08.2021;86;0;389;66;408;37;57;85;4;4;6
1965;Master;Together;65735;1;1;07.12.2021;37;0;239;7;119;4;15;11;6;2;6
1975;PhD;Married;86836;0;0;12.09.2020;7;0;179;21;273;0;21;63;6;10;6
1963;PhD;Married;4023;1;1;23.06.2022;29;0;5;0;1;1;1;1;0;0;0
1990;Graduation;Married;30093;0;0;08.07.2021;19;0;2;6;28;13;4;16;2;0;3
1966;PhD;Married;57705;0;1;11.01.2022;14;0;383;0;53;6;4;40;8;1;6
1988;Graduation;Single;25008;1;0;02.02.2022;72;0;2;8;8;6;1;9;1;0;3
1995;2n Cycle;Single;83257;0;0;18.09.2020;56;1;536;27;590;38;107;67;5;10;12
1975;Graduation;Together;22280;1;0;19.05.2021;85;0;2;1;4;3;1;2;1;0;2
1978;PhD;Married;72159;0;0;29.10.2020;62;0;322;53;899;34;40;53;4;6;10
1961;Graduation;Together;64260;0;0;11.01.2021;1;0;539;169;816;20;0;30;4;5;4
1984;PhD;Single;82733;0;0;10.09.2021;28;0;712;50;420;65;38;38;8;4;7
1971;Master;Divorced;74290;0;1;12.08.2021;70;0;1121;0;72;0;12;12;10;8;10
1951;Master;Single;58217;2;1;17.11.2020;84;0;68;1;13;3;5;13;2;0;4
1976;Master;Together;21024;0;0;04.07.2021;89;0;36;4;18;6;2;18;2;0;4
1972;PhD;Married;70116;0;0;26.01.2021;73;0;707;44;603;95;58;29;2;8;12
1985;Graduation;Together;54006;1;0;18.09.2020;42;0;174;77;203;6;24;97;8;1;7
1966;PhD;Married;69063;0;1;07.11.2020;16;0;666;35;124;69;8;26;5;3;5
1975;2n Cycle;Divorced;11448;0;0;15.12.2021;16;0;0;0;0;6;2;6;1;0;2
1979;Graduation;Single;61825;0;1;07.08.2021;56;0;162;50;100;55;30;27;4;2;8
1971;Graduation;Married;70886;1;0;14.10.2021;65;0;407;70;239;103;88;53;5;4;4
1982;Graduation;Married;69109;0;0;09.11.2020;10;0;823;25;459;124;29;95;6;6;7
1973;Graduation;Widow;60208;1;1;07.10.2020;13;0;488;23;71;15;0;59;8;3;7
1968;Master;Together;32889;1;1;06.09.2021;78;0;28;0;13;4;2;8;2;1;3
1984;Graduation;Single;34738;1;0;11.05.2022;51;0;3;2;10;3;0;2;1;0;3
1971;Master;Together;30538;1;0;01.10.2020;27;0;284;0;52;8;3;20;9;0;4
1977;2n Cycle;Together;82326;0;0;10.03.2022;30;0;938;142;754;159;81;183;5;10;6
1967;PhD;Divorced;26642;1;0;01.03.2022;71;0;13;2;15;2;2;8;2;0;3
1964;Graduation;Divorced;69932;0;1;12.06.2021;97;0;412;172;153;150;105;57;7;6;11
1972;Graduation;Single;44503;1;1;16.04.2022;83;0;31;1;8;0;0;8;2;0;3
1948;PhD;Single;60200;0;1;02.01.2021;3;0;502;19;132;0;6;26;6;2;11
1952;Graduation;Divorced;49638;0;1;19.04.2022;71;0;18;10;3;3;5;0;1;0;3
1987;2n Cycle;Single;23830;0;0;07.02.2022;3;0;1;8;6;4;8;16;1;0;3
1959;Master;Widow;33051;0;0;16.08.2020;15;0;100;71;243;108;94;219;9;1;8
1958;Graduation;Married;72905;0;0;21.01.2022;52;0;407;114;445;181;165;203;3;7;9
1951;PhD;Together;69702;0;1;19.02.2021;8;0;664;9;240;50;19;57;7;7;10
1975;Graduation;Divorced;70300;1;0;15.07.2021;89;0;1045;61;338;60;46;46;5;5;13
1984;PhD;Married;70643;0;0;15.10.2020;66;0;1218;107;304;23;143;33;5;8;4
1969;PhD;Married;30396;1;0;30.04.2022;22;0;15;0;6;0;1;12;1;1;2
1968;PhD;Divorced;50616;0;1;18.04.2022;56;0;128;0;16;0;1;4;4;0;4
1969;Master;Single;62772;0;1;19.05.2021;74;0;581;49;157;43;8;108;5;6;11
1985;PhD;Single;30298;0;0;19.05.2022;48;0;6;3;12;6;1;0;1;1;3
1984;Graduation;Single;52413;1;0;03.11.2020;67;0;185;8;133;56;56;12;7;1;7
1957;PhD;Married;44155;1;1;19.01.2022;24;0;22;1;9;0;0;14;1;1;2
1971;PhD;Divorced;86979;0;0;07.11.2021;67;0;584;100;835;65;83;35;5;5;5
1975;Graduation;Together;76532;1;1;09.09.2021;38;0;355;30;177;90;138;30;9;5;7
1982;Graduation;Married;42081;1;0;26.02.2021;86;0;175;10;110;54;6;27;6;3;4
1988;PhD;Married;67546;0;0;31.08.2020;90;0;864;134;768;150;38;172;4;10;5
1989;Master;Together;88420;0;0;02.05.2022;87;0;957;153;612;99;95;153;4;7;8
1985;Graduation;Married;31158;1;0;27.01.2021;62;0;25;6;16;20;0;5;2;0;3
1968;Graduation;Divorced;61671;0;1;03.06.2022;23;0;641;7;56;0;0;28;10;4;6
1974;Graduation;Single;69719;0;0;26.05.2022;99;0;273;86;208;177;14;43;2;3;5
1949;Graduation;Divorced;49160;0;1;20.10.2021;29;0;122;21;43;25;10;15;3;1;6
1978;Basic;Together;24882;1;0;09.09.2020;52;0;1;4;10;29;0;36;1;1;2
1954;PhD;Single;90933;0;0;31.03.2022;90;0;1020;31;430;62;63;79;4;6;4
1945;PhD;Single;113734;0;0;28.05.2022;9;0;6;2;3;1;262;3;27;0;0
1950;PhD;Together;59292;0;1;13.06.2021;71;0;378;14;68;19;14;14;3;5;8
1964;PhD;Married;45759;1;1;23.02.2021;13;0;42;1;18;3;0;4;2;0;3
1983;Graduation;Single;22148;0;0;13.04.2022;16;0;15;5;14;0;4;11;1;0;3
1987;Master;Married;73395;0;0;18.03.2022;94;0;272;7;80;20;7;11;4;4;6
1971;Graduation;Divorced;29819;1;0;24.10.2021;77;0;9;1;24;2;1;2;3;0;3
1968;Graduation;Married;45688;0;1;25.01.2022;20;0;279;0;18;0;0;9;3;1;8
1954;Graduation;Married;62820;0;0;11.05.2021;51;0;398;61;265;138;61;53;3;4;6
1971;PhD;Married;60491;0;1;06.09.2021;81;0;637;47;237;12;19;76;6;11;7
1986;Graduation;Together;33235;1;0;05.02.2022;71;0;45;0;16;2;1;6;3;0;3
1959;Graduation;Married;35701;0;0;19.03.2021;36;0;21;1;9;7;3;5;1;0;3
1980;Master;Married;31535;1;0;26.09.2021;95;0;15;4;13;0;0;19;1;1;2
1960;2n Cycle;Together;92556;0;0;20.04.2022;32;0;493;183;352;184;23;28;3;5;13
1970;Graduation;Single;67384;0;1;10.11.2020;32;0;957;40;175;158;53;107;7;8;5
1971;Master;Together;80573;0;0;14.10.2020;85;0;829;138;430;60;92;15;4;6;13
1967;Graduation;Married;77870;0;1;22.08.2020;93;0;1017;50;500;65;50;133;5;5;5
1963;PhD;Widow;52278;0;1;25.01.2021;24;0;953;0;71;0;0;174;10;5;10
1968;Graduation;Single;57107;0;1;24.08.2020;44;0;159;0;120;0;0;137;4;4;8
1990;Graduation;Married;18929;0;0;16.02.2021;15;0;32;0;8;23;4;18;1;0;4
1981;PhD;Single;36038;1;0;31.05.2021;82;0;23;0;15;0;2;7;3;0;3
1976;Graduation;Single;20180;0;0;20.02.2021;27;0;18;42;24;15;20;18;2;1;4
1965;PhD;Together;34230;1;1;26.12.2020;72;0;15;0;4;0;0;2;1;0;2
1977;2n Cycle;Single;31878;0;1;22.06.2022;7;0;23;4;5;10;5;23;1;0;4
1972;2n Cycle;Married;70932;0;1;19.01.2022;57;0;200;193;100;46;185;185;6;2;12
1956;Graduation;Single;91249;0;0;20.10.2020;84;0;1324;27;119;71;108;27;7;9;6
1943;Master;Single;77598;0;0;01.10.2021;53;0;1193;33;281;129;66;33;7;5;13
1959;Graduation;Single;80982;1;1;08.01.2021;48;1;505;137;401;104;22;22;11;5;11
1977;Master;Married;22701;1;0;05.09.2021;2;0;2;4;9;0;4;5;1;0;3
1969;PhD;Married;55212;0;1;23.11.2020;65;0;1103;0;45;0;0;34;4;2;11
1970;Graduation;Married;70617;0;0;23.06.2021;45;0;353;61;753;40;46;27;3;3;7
1957;Graduation;Single;64849;0;0;13.11.2020;42;0;652;48;350;94;84;108;9;3;6
1965;Master;Married;62694;1;1;17.06.2021;29;0;379;6;157;25;91;91;9;3;7
1974;PhD;Married;61917;1;1;20.11.2021;83;0;46;4;36;2;2;1;2;0;4
1947;PhD;Married;67472;0;1;28.09.2021;93;0;162;31;127;8;17;69;4;2;7
1982;Master;Married;21059;1;0;07.01.2022;40;0;8;3;19;3;3;8;3;0;3
1968;Master;Married;29543;2;0;01.04.2022;47;0;17;3;18;3;4;18;3;1;2
1951;Graduation;Married;75903;0;1;08.04.2021;50;0;340;108;185;130;38;100;6;6;9
1975;2n Cycle;Together;34984;1;1;06.09.2020;40;0;8;4;15;3;5;3;1;0;3
1956;PhD;Single;54998;0;1;10.03.2021;3;0;154;22;202;39;30;8;4;2;9
1949;PhD;Widow;54356;0;1;19.11.2020;62;0;710;15;30;20;0;0;11;2;8
1959;Master;Married;34242;0;1;23.03.2022;25;0;8;2;4;0;0;1;0;0;3
1973;Graduation;Married;25410;1;0;31.08.2021;48;0;2;2;4;13;13;4;1;0;4
1984;PhD;Married;73356;0;0;06.02.2022;56;0;1050;14;322;0;14;112;5;11;5
1950;Graduation;Together;28320;0;1;14.01.2021;68;0;19;1;14;3;2;4;1;0;3
1977;Graduation;Single;23763;1;0;07.08.2020;64;0;22;0;6;6;2;6;1;0;3
1984;Graduation;Married;72570;0;0;25.04.2022;67;0;274;83;216;151;141;224;4;6;12
1976;Master;Married;34529;1;0;14.09.2020;94;0;68;6;38;3;6;41;2;2;3
1951;Graduation;Widow;70792;0;0;06.02.2021;82;0;344;45;654;104;11;114;3;4;10
1982;Graduation;Married;63211;0;0;02.11.2020;3;0;145;193;459;205;26;145;3;8;7
1974;Master;Married;83891;0;1;20.06.2022;24;0;217;38;350;111;85;15;4;7;10
1968;Graduation;Single;36065;1;1;31.03.2021;54;0;18;7;34;10;2;3;3;0;3
1954;Graduation;Together;39898;0;1;12.02.2021;20;0;69;8;26;12;7;12;3;0;4
1940;PhD;Single;51141;0;0;08.07.2021;96;0;144;0;7;0;0;6;3;1;4
1976;Graduation;Married;56939;0;1;18.09.2021;19;0;256;34;103;90;29;49;3;3;10
1951;Graduation;Single;80872;0;0;12.05.2022;60;0;483;72;567;94;12;108;4;4;10
1976;PhD;Together;72335;0;0;13.08.2020;2;0;1285;105;653;28;21;0;10;4;8
1964;PhD;Single;61798;0;0;23.11.2021;13;0;338;4;89;11;8;13;4;2;9
1950;PhD;Widow;76842;0;0;03.05.2022;37;0;605;10;345;84;54;32;1;8;7
1976;Graduation;Together;29478;1;0;17.01.2022;59;0;8;0;7;3;1;1;1;0;3
1956;Graduation;Single;46998;0;1;22.10.2020;55;0;172;41;86;45;6;27;5;3;5
1990;Graduation;Single;96843;0;0;23.04.2021;60;0;448;71;951;40;17;17;6;11;10
1950;PhD;Widow;56551;1;1;07.05.2022;48;0;67;4;32;17;2;16;2;1;4
1965;Master;Married;70053;0;1;03.07.2021;38;0;512;53;98;81;179;89;8;5;10
1962;PhD;Widow;71670;0;0;09.07.2021;8;0;1462;16;128;0;0;160;5;3;6
1978;Graduation;Married;44359;1;1;17.06.2022;19;0;20;0;14;7;3;1;2;0;4
1952;Graduation;Single;40887;1;1;06.05.2021;32;0;50;4;44;10;10;43;3;1;3
1966;Graduation;Divorced;48877;0;1;05.01.2022;27;0;102;1;15;2;0;24;3;0;4
1947;Graduation;Together;74485;0;0;24.08.2021;58;0;499;149;815;173;49;49;6;7;12
1972;Graduation;Together;64474;0;1;22.10.2021;59;0;381;35;172;56;86;93;8;2;10
1963;Graduation;Together;77226;0;1;28.02.2022;29;0;631;43;239;128;76;21;6;8;12
1949;Graduation;Widow;72643;0;0;27.02.2021;60;0;526;80;553;123;94;53;3;10;7
1978;Master;Together;85738;0;0;23.01.2022;41;0;913;26;376;17;26;13;3;6;11
1966;Graduation;Divorced;55686;0;1;14.02.2021;27;0;673;0;199;37;47;26;6;3;5
1983;Graduation;Single;39062;1;0;25.03.2022;28;0;23;0;9;0;0;12;1;0;3
1971;Graduation;Together;34600;1;1;01.01.2021;8;0;199;33;60;8;3;15;5;2;5
1975;Graduation;Married;40794;0;1;07.04.2021;18;0;261;23;73;4;23;50;6;3;5
1971;2n Cycle;Married;54690;1;1;07.11.2021;76;0;111;16;37;7;9;18;3;1;5
1969;Graduation;Married;4428;0;1;05.10.2021;0;0;16;4;12;2;4;321;25;0;0
1963;2n Cycle;Married;32632;0;0;02.08.2020;32;0;63;151;137;153;19;53;4;4;8
1968;PhD;Single;38236;1;1;20.09.2021;2;0;58;0;18;2;0;10;3;0;4
1979;Graduation;Married;36781;1;0;10.04.2022;16;0;29;1;17;0;3;13;2;1;2
1984;Master;Single;31385;1;0;05.12.2020;56;0;3;2;12;0;1;9;1;0;2
1984;Graduation;Married;24570;1;0;27.02.2021;97;0;28;34;62;11;14;44;4;0;4
1974;PhD;Divorced;25509;1;0;18.09.2020;15;0;40;3;30;10;7;11;3;0;3
1951;Graduation;Married;94642;0;0;12.02.2022;35;0;879;143;797;106;143;143;5;7;9
1962;Master;Married;58646;0;1;10.06.2021;3;0;62;1;44;6;5;22;2;1;4
1975;Graduation;Single;53201;1;1;12.02.2021;49;0;280;7;81;20;0;27;6;3;5
1957;Graduation;Together;21994;0;1;24.12.2020;4;0;9;0;6;3;1;3;0;0;3
1978;Graduation;Married;57113;1;1;06.02.2021;45;0;182;4;33;0;2;42;4;1;5
1991;Graduation;Married;51373;0;0;22.06.2021;37;0;83;2;101;64;26;117;3;5;3
1986;Graduation;Married;23477;1;0;21.10.2021;39;0;38;15;54;3;8;29;3;0;4
1956;Graduation;Married;58116;0;1;13.04.2022;38;0;228;19;130;4;11;51;3;3;8
1963;PhD;Divorced;72968;0;0;16.12.2021;8;0;1092;37;592;145;37;55;5;5;8
1971;Master;Married;39791;0;1;28.03.2021;89;0;85;15;27;13;13;21;3;1;4
1947;Master;Single;91712;0;0;17.10.2021;47;0;1276;24;746;94;29;48;9;7;11
1958;Graduation;Single;94472;0;1;03.04.2022;75;0;1017;33;417;108;100;16;5;5;5
1960;Graduation;Together;13672;1;1;17.04.2021;86;0;6;2;9;2;1;5;1;0;3
1980;2n Cycle;Married;96547;0;0;23.05.2022;4;0;448;21;125;52;101;62;7;6;8
1975;Graduation;Married;79205;0;0;29.08.2020;73;0;504;23;117;179;28;44;6;5;4
1975;PhD;Together;56559;0;1;25.12.2020;46;0;226;22;133;41;31;31;4;3;8
1973;PhD;Married;32644;1;0;16.01.2021;38;0;239;3;141;0;7;23;7;1;6
1980;2n Cycle;Single;67506;0;1;02.01.2022;73;0;90;38;67;33;36;67;4;1;6
1970;Graduation;Single;24206;1;0;08.03.2021;66;0;7;2;8;3;2;3;1;0;3
1967;PhD;Divorced;28420;1;0;24.12.2021;36;0;4;2;5;2;0;0;1;0;2
1970;Graduation;Married;22979;1;0;06.09.2020;29;0;16;17;19;20;21;22;3;2;2
1966;Graduation;Single;33279;0;0;12.06.2022;29;0;10;3;3;0;0;0;0;0;3
1972;Master;Single;46423;1;1;18.09.2021;6;0;68;0;16;0;0;8;2;0;4
1977;Graduation;Married;30368;0;1;07.11.2021;97;0;35;0;13;2;0;2;2;0;3
1970;Graduation;Married;63684;0;1;26.11.2020;61;0;575;80;428;208;93;80;8;4;8
1964;Graduation;Divorced;41638;0;1;13.02.2021;68;0;315;0;31;4;0;91;5;5;3
1959;PhD;Divorced;68805;0;1;17.09.2021;73;0;182;2;49;17;13;20;3;1;7
1966;PhD;Together;65814;0;1;02.03.2022;90;0;561;14;113;10;14;35;8;2;10
1958;Graduation;Divorced;71964;0;0;20.05.2021;81;0;587;51;932;180;34;86;5;6;5
1986;Graduation;Single;39146;1;0;14.02.2021;1;0;94;1;33;13;12;12;4;0;4
1977;Graduation;Together;96876;0;0;06.08.2021;79;0;908;43;735;40;194;21;7;7;9
1981;Basic;Married;34445;0;0;27.01.2021;92;0;228;122;122;208;129;30;11;2;8
1958;Graduation;Single;68281;0;0;07.08.2020;31;0;995;112;417;42;48;41;2;9;13
1975;2n Cycle;Married;37284;1;1;29.03.2021;46;0;11;1;2;2;1;6;0;0;3
1983;Graduation;Married;36790;0;0;01.03.2021;14;0;3;3;14;15;21;10;2;1;2
1967;Graduation;Together;27943;1;1;15.04.2021;89;0;12;1;16;4;1;3;2;0;3
1951;Graduation;Divorced;22263;1;1;30.03.2022;31;1;17;0;2;0;0;2;1;0;3
1972;Graduation;Together;30261;1;2;25.09.2020;75;0;8;0;5;0;3;6;0;0;3
1978;Graduation;Together;28587;1;0;12.02.2022;42;0;22;4;17;12;10;13;2;0;4
1982;Master;Married;43815;1;0;05.04.2021;53;0;14;10;29;4;7;15;2;0;3
1956;Graduation;Married;48195;1;1;21.01.2022;53;0;106;27;68;52;7;5;4;2;5
1952;Master;Married;77027;0;1;05.02.2022;23;0;820;57;242;45;0;11;8;3;6
1965;PhD;Married;71322;0;1;16.02.2021;57;0;753;43;226;69;10;204;8;5;13
1979;Master;Married;32765;1;0;23.02.2022;49;0;13;3;17;7;3;3;2;0;4
1965;Graduation;Together;29672;1;1;12.03.2021;6;0;9;1;3;0;4;8;0;0;3
1953;Graduation;Divorced;23272;0;0;17.10.2021;29;0;19;3;6;4;2;12;1;0;3
1949;Master;Together;49912;0;1;07.09.2020;5;0;520;8;223;32;49;42;10;5;7
1985;2n Cycle;Together;7500;1;0;01.08.2020;98;0;5;17;17;13;14;34;2;1;3
1947;PhD;Widow;68117;0;1;10.03.2021;80;0;618;44;215;0;17;36;11;8;4
1955;Graduation;Married;67225;0;1;26.11.2021;4;0;315;35;322;46;7;143;7;2;11
1976;Graduation;Married;17649;1;0;12.11.2021;70;0;15;1;23;0;5;1;3;0;3
1975;Graduation;Together;55914;0;1;29.04.2021;32;0;384;60;364;119;101;232;11;6;8
1984;Graduation;Married;40059;1;0;28.09.2021;82;0;110;29;92;28;10;145;6;2;3
1950;Graduation;Together;60905;0;1;05.12.2021;27;0;208;17;76;36;17;38;3;3;7
1977;Graduation;Married;75330;1;1;04.10.2020;94;0;555;82;257;93;61;61;10;3;12
1951;Graduation;Single;60689;0;1;01.06.2021;23;0;240;90;216;63;6;24;4;4;10
1984;Graduation;Married;38680;1;0;28.03.2021;97;0;11;0;36;15;5;12;2;0;3
1982;Graduation;Together;61416;0;0;08.02.2021;25;0;848;154;323;201;61;78;10;3;10
1991;Graduation;Single;49767;0;0;02.05.2021;92;0;202;47;197;55;42;149;5;4;8
1970;Graduation;Single;83273;1;2;25.09.2020;98;0;433;89;650;16;102;102;4;6;9
1981;Graduation;Married;29009;1;0;29.11.2021;19;0;6;6;15;10;5;2;2;0;3
1979;Master;Married;45057;1;0;01.12.2021;80;0;37;0;7;3;0;3;2;0;3
1971;Graduation;Married;37150;1;0;11.09.2020;80;0;167;37;64;49;34;116;4;3;6
1970;Graduation;Single;43020;1;0;30.11.2021;79;0;45;7;99;4;25;43;4;1;4
1959;Graduation;Married;53154;0;1;09.06.2022;50;0;129;0;21;0;1;7;3;1;4
1973;Graduation;Married;65308;0;0;11.09.2021;60;0;713;0;264;120;80;34;7;8;12
1970;Graduation;Single;76467;1;0;17.08.2020;44;0;676;161;426;210;44;58;2;5;5
1947;2n Cycle;Married;81044;0;0;27.12.2021;0;0;450;26;535;73;98;26;5;6;10
1951;Graduation;Married;32871;1;1;09.03.2021;28;0;22;2;12;0;2;5;1;0;3
1975;Graduation;Single;55801;1;1;22.09.2021;35;0;367;4;51;6;4;95;7;2;6
1959;Graduation;Widow;76320;0;1;22.06.2022;49;0;526;35;214;69;53;35;6;3;4
1955;Master;Single;36927;1;1;02.06.2022;46;0;51;0;16;0;0;4;3;0;3
1953;Graduation;Together;48794;1;1;26.06.2022;97;0;25;0;11;3;0;15;1;0;3
1965;Graduation;Single;23478;0;0;19.03.2021;51;0;28;6;27;12;17;39;3;0;3
1973;Graduation;Divorced;71128;1;0;06.10.2020;80;0;958;159;447;20;0;31;2;10;12
1976;PhD;Divorced;70179;0;1;21.07.2021;10;0;532;88;168;69;44;133;7;3;13
1950;Graduation;Married;59462;0;1;05.01.2021;29;0;724;17;143;0;8;196;9;2;12
1969;Master;Together;;1;1;18.05.2021;52;0;375;42;48;94;66;96;4;10;4
1969;Graduation;Together;38361;1;0;27.12.2021;74;0;39;0;56;20;8;14;3;1;3
1981;PhD;Single;;1;0;31.05.2021;82;0;23;0;15;0;2;7;3;0;3
1982;PhD;Together;70038;0;0;25.10.2021;54;0;587;54;348;71;54;130;4;4;8
